2,18.33,
4,29.96,
6,53.95,
8,81.38,
10,100.32,
12,152.94,
14,178.01,
16,211.96,
18,266.65,
20,485.48,
22,367.24,
24,295,
26,351.96,
28,340.46,
30,363.72,
32,401.24,
34,452.42,
36,567.53,
38,569.16,
40,539.25,
42,481.1,
44,462.38,
46,555.27,
48,519.15,
50,520.97,
52,530.62,
54,515.58,
56,599.27,
58,507.46,
60,441.74,
62,582.07,
64,866.14,
66,587.47,
68,493.47,
