3,29.58,
5,46.67,
7,68.78,
9,85.35,
11,89.7,
13,181.35,
15,192.54,
17,247.92,
19,293.16,
21,323.24,
23,344.6,
25,384.52,
27,368.05,
29,386.23,
31,409.83,
33,601.51,
35,935.07,
37,710.18,
39,516.79,
41,565.65,
43,522.39,
45,511.97,
47,546.64,
49,530.71,
51,547.97,
53,498.14,
55,447.83,
57,531.61,
59,573.96,
61,661.99,
63,398.33,
65,457.51,
67,538.01,
69,588.94,
